Segment,age,gender,income,kids,own_home,subscribe
suburb_mix,44.622903902091096,female,58583.591223228956,3,True,False
suburb_mix,36.49755874353464,female,65743.03171365196,1,False,False
suburb_mix,35.341833865592854,male,70592.27403216186,2,False,False
suburb_mix,39.014443746512605,male,42162.093360927116,2,True,False
suburb_mix,47.2532980371371,female,49078.04327681184,1,True,False
suburb_mix,36.79478683054658,female,49841.18764247523,3,True,False
suburb_mix,37.08127900658529,female,65590.6566088318,6,False,False
suburb_mix,39.84585300395576,female,58077.92466809473,3,False,False
suburb_mix,39.910816622322066,female,45792.07569006312,2,True,False
suburb_mix,26.585919066251062,male,60375.03116265621,5,False,False
suburb_mix,40.91468092132354,male,37881.83475737519,3,True,False
suburb_mix,30.840321962290282,male,71367.45137000346,0,True,False
suburb_mix,45.32501679841476,male,42443.39691585809,4,True,False
suburb_mix,43.169215624025895,female,58238.903409635976,4,True,False
suburb_mix,28.963944787650178,female,43916.62281970055,1,True,False
suburb_mix,41.290646206713376,male,36014.40303604939,3,False,False
suburb_mix,37.5005076680922,male,48627.36060211176,2,False,False
suburb_mix,38.97878004792461,female,73968.83107405783,3,False,False
suburb_mix,40.85960224020973,male,71887.52625016969,5,False,True
suburb_mix,37.580860230691115,male,64396.3736720278,3,True,False
suburb_mix,29.095895473554577,male,44246.048357273874,0,False,False
suburb_mix,31.266195841413655,female,64295.01546615474,2,False,False
suburb_mix,40.46676265310186,male,63282.43253693059,3,True,False
suburb_mix,41.71876324940899,female,56763.44258668695,3,True,False
suburb_mix,52.09717763418099,male,62885.352972996756,1,True,True
suburb_mix,37.90377953376052,female,59192.215278885094,0,False,False
suburb_mix,36.906791782700324,male,40287.03392126943,1,False,True
suburb_mix,39.29707065069044,female,45657.10360005354,1,True,False
suburb_mix,47.85256364505311,male,46534.435071109634,1,True,False
suburb_mix,38.57675441767208,male,53858.18589342687,3,False,False
suburb_mix,33.02840228951439,female,59348.664632527114,1,False,False
suburb_mix,43.41042353774601,male,69134.87455996187,1,False,False
suburb_mix,39.5914336031838,female,49463.09336337991,1,False,False
suburb_mix,32.55854160721394,male,74805.05065566914,2,False,False
suburb_mix,33.263956692803596,female,65497.96710204431,0,True,False
suburb_mix,33.29652400078766,female,40837.02856286533,2,True,False
suburb_mix,35.89458361778671,male,71259.85294439974,1,True,False
suburb_mix,39.17406131018757,male,63271.83445300898,0,False,False
suburb_mix,46.81020006567995,male,49251.141485630316,1,True,False
suburb_mix,35.41753313715909,male,59330.84443558549,2,False,False
suburb_mix,40.02471894830378,female,55417.41251828654,5,False,False
suburb_mix,32.09576199619193,male,47534.298761602906,1,True,False
suburb_mix,31.07257342475237,female,60916.173910823636,3,False,False
suburb_mix,36.94035631385023,female,66202.36450048277,6,True,False
suburb_mix,44.89642406202564,male,74999.50204501869,1,False,False
suburb_mix,38.642546375279274,male,44142.323540152654,4,True,False
suburb_mix,43.57232663072189,female,48001.362919831416,3,False,False
suburb_mix,40.24173515836298,female,54220.657687476974,3,False,False
suburb_mix,35.366316991964155,female,53079.38088980367,2,False,False
suburb_mix,40.273652366642665,male,54546.94799286296,1,True,False
suburb_mix,39.653607456391526,male,48996.400976249366,2,True,False
suburb_mix,36.846281246573554,female,68343.30706173857,3,False,True
suburb_mix,52.76998884043844,female,50722.4298453627,1,True,False
suburb_mix,46.40892612620809,female,39953.987211848005,3,True,False
suburb_mix,43.48978209933737,female,40879.58545285907,2,True,False
suburb_mix,36.57368472912638,female,51524.287000269775,0,True,False
suburb_mix,46.61623730295079,female,57201.262954215075,1,False,False
suburb_mix,36.619184184389994,male,53424.43721090928,0,False,False
suburb_mix,34.79270794727901,female,47594.82372552724,2,False,False
suburb_mix,38.36723659358045,male,70078.08328271983,3,True,False
suburb_mix,41.39888481740839,male,37475.486563650775,3,False,False
suburb_mix,46.29576569437206,female,53989.72207185994,3,True,False
suburb_mix,39.25467452326935,female,36102.17401934075,1,False,False
suburb_mix,35.709364093739204,male,66729.7705207185,3,False,False
suburb_mix,41.894358359091555,male,86670.31531128433,1,False,False
suburb_mix,38.11699786773233,female,58863.322716465525,3,True,False
suburb_mix,47.24976257218448,male,60092.125814678715,1,False,False
moving_up,42.45560026347861,male,52090.3872673304,2,False,True
moving_up,43.23855736896462,female,50110.65046373761,0,False,False
moving_up,37.062269426211486,female,63518.69924699561,2,False,False
moving_up,32.80694597674638,female,60752.625106112464,5,False,False
moving_up,32.95335834837294,female,40651.508321404195,1,False,False
moving_up,38.12618033229004,male,54729.06702760852,2,False,False
moving_up,36.814262104391815,male,58761.94659758035,1,False,True
moving_up,36.319898489397296,female,55482.92225717657,3,False,True
moving_up,36.475458847382185,male,39396.357069710815,1,False,True
moving_up,30.27154369854508,female,45883.71658563895,2,False,False
moving_up,31.31297034016265,female,56024.463386076306,0,False,False
moving_up,33.587477739219025,female,58035.19422893827,0,True,True
moving_up,36.87999913965079,female,51103.984590317596,4,True,False
moving_up,43.45545068367885,female,53034.35343144887,0,True,False
moving_up,43.30266631911884,male,71789.13094781633,1,False,False
moving_up,31.64115660655036,female,56316.81321207229,1,False,False
moving_up,36.60382167093544,male,46876.67608151662,3,False,False
moving_up,34.19960712410335,female,55367.558235946315,2,True,True
moving_up,31.64592065776275,female,47472.2648487771,2,True,False
moving_up,31.24900435853004,female,45925.968531652965,4,True,True
moving_up,35.33038676152069,female,36515.5438158564,3,False,False
moving_up,34.29461462510241,male,62236.11453438281,5,False,False
moving_up,29.205263164085096,male,42965.303630831615,1,True,False
moving_up,40.78061221122796,female,41141.21070114068,1,True,False
moving_up,33.82477202068833,male,66997.25389612626,1,False,False
moving_up,26.70350981168039,male,63751.38157244481,3,True,False
moving_up,34.51941424380062,male,44568.525367030285,1,False,False
moving_up,41.05373675933696,female,34005.05110956262,0,False,False
moving_up,35.83078755318302,female,48120.80878905672,2,False,False
moving_up,36.16874171637473,female,51777.18001580676,0,True,False
moving_up,34.67409338345796,female,34433.886066261766,3,False,True
moving_up,43.453530707113046,female,77587.6496747114,3,False,False
moving_up,41.36685255773232,female,57874.214268390075,0,False,False
moving_up,40.83844641425116,male,53557.45247001572,2,False,False
moving_up,38.07003600335965,female,50441.762619792506,1,False,False
moving_up,33.199578732352784,male,50021.52539492632,0,False,True
moving_up,36.53436059647869,male,57287.618596747954,1,True,False
moving_up,36.957273839739045,female,37432.24249524737,1,False,False
moving_up,42.56245496846188,female,55986.748382303114,4,False,False
moving_up,26.208694493709395,female,38798.7447454474,2,False,False
moving_up,40.3407653804871,female,63007.557876738545,2,False,False
moving_up,36.477631975989794,female,47391.09707341716,1,True,False
moving_up,36.32793896342815,female,44906.315705254136,2,True,False
moving_up,39.2415755752017,female,50725.85156157693,4,True,False
moving_up,36.59425469253883,male,64110.55584282578,3,True,False
moving_up,38.010634856716905,female,59481.55454862235,3,True,False
moving_up,32.891064634060946,female,52233.2251646947,1,False,False
moving_up,30.62837344417541,male,52131.890315151315,2,True,False
moving_up,39.678206019109346,male,46421.881911428376,2,False,False
moving_up,34.05482812200726,female,62151.52008591527,2,True,False
moving_up,36.95432773726266,female,47881.743229488166,0,False,False
moving_up,33.36534773191928,female,63425.501753921104,2,False,False
moving_up,42.07815876006957,female,50902.10938693595,0,True,False
moving_up,37.98763956709564,male,41366.99943922181,4,False,False
moving_up,32.32795326846816,female,40754.86089448741,6,False,True
moving_up,29.945719660383737,female,51061.8562911567,1,False,True
moving_up,34.91179573480668,female,43526.92174058083,7,False,False
moving_up,38.621973683858926,female,41837.365147842436,3,False,False
moving_up,33.5369826350461,female,60692.83728612396,0,True,True
moving_up,37.82210913477112,male,58633.765176928595,2,False,False
moving_up,44.697211906571354,male,58823.34726224637,2,True,False
moving_up,38.81464177070748,female,46672.90853796277,1,False,True
moving_up,39.01000848897877,female,61134.4588773726,1,False,False
moving_up,39.06752931838834,female,42497.609298417556,0,True,True
moving_up,32.66265882772583,female,51154.746557296385,2,False,False
moving_up,29.33266658652633,female,46256.15444673971,1,True,False
moving_up,39.67520165479346,female,44990.354069053246,2,True,True
moving_up,38.61060231105484,male,56760.9676115979,2,False,False
moving_up,35.48817787907341,female,56165.47621365193,0,True,False
moving_up,33.990820325047366,female,47522.74775082743,2,False,False
urban_hip,23.082649479402818,male,22348.363504582452,2,False,False
urban_hip,23.62298969046282,female,12701.169526166479,0,False,False
urban_hip,29.456599101884446,male,28978.026442275717,0,False,False
urban_hip,22.5207319263368,male,27602.29166159826,1,False,False
urban_hip,21.72508554684946,male,18125.86315209014,2,False,False
urban_hip,24.635156244927256,male,27381.880987031764,0,True,False
urban_hip,23.527534664494876,female,24938.96504490311,2,False,True
urban_hip,22.581418194154185,female,23944.70316805673,1,True,False
urban_hip,26.42513260660686,male,17595.883844887452,0,False,False
urban_hip,24.398816663198,male,22073.052402095935,0,False,False
urban_hip,21.729900816376006,male,17494.999950747828,2,False,True
urban_hip,22.51585636379782,male,17685.871253642676,5,False,False
urban_hip,24.61072687175365,male,16601.05625384075,0,False,False
urban_hip,21.771149598283078,male,18490.982313478366,2,False,False
urban_hip,23.686842148089994,male,18213.331540644653,2,False,False
urban_hip,22.62164696325819,male,33633.00021692918,1,False,False
urban_hip,24.19460600515843,male,20140.53866157272,0,False,False
urban_hip,22.16631279217944,male,24870.073681788163,0,False,False
urban_hip,23.68608604594304,female,13120.00545654191,1,False,True
urban_hip,24.619286784607983,male,16587.738693037434,1,False,False
urban_hip,25.102949085636926,male,13611.080652645684,0,False,False
urban_hip,23.672414731955953,female,19442.257960070718,1,False,True
urban_hip,25.244768232474964,male,22351.423373563928,1,False,True
urban_hip,24.24283343224277,male,22287.77883558578,2,False,False
urban_hip,20.39304554719863,male,24010.37815808769,1,True,False
urban_hip,22.895612377075462,male,20725.68014554952,2,False,False
urban_hip,23.413946753617612,female,22441.364805665977,0,False,False
urban_hip,25.82087406748915,male,20974.073430177268,2,False,False
urban_hip,20.46143605281161,female,15542.883275003547,1,False,False
urban_hip,18.388730418999476,female,17163.689829507777,1,False,True
urban_hip,24.61951586512502,male,21094.498831916153,2,False,True
urban_hip,23.402235020632258,male,23875.265492687457,0,False,True
urban_hip,23.54334762986186,female,18369.196930985174,2,False,True
urban_hip,25.3143246695987,female,20275.716636813864,1,True,False
urban_hip,23.892060858161575,male,26287.079115215958,0,False,False
urban_hip,24.089157916332866,female,22461.33460162488,0,False,True
urban_hip,24.178535681484252,male,13716.60332495287,1,True,True
urban_hip,21.614217646659483,male,27464.986219491322,1,False,False
urban_hip,23.8665785269519,male,12627.000473078744,0,False,False
urban_hip,27.91507730301572,female,17795.241817560167,1,False,False
urban_hip,26.74075493153753,female,24355.441280254723,1,False,False
urban_hip,22.936701123688827,male,17641.897430377547,4,False,False
urban_hip,25.145317255510154,male,23438.052597295096,2,False,False
urban_hip,23.448808465263184,male,16108.698493950758,1,True,False
urban_hip,24.09880140822297,male,15165.947374701784,1,False,False
urban_hip,21.70013697218989,female,17373.619471593436,1,False,False
urban_hip,26.003209952607158,female,15867.871692410423,3,False,False
urban_hip,25.16881539994236,female,22233.661924636064,1,False,False
urban_hip,25.814963181179206,male,21967.913184831847,1,True,False
urban_hip,26.97810626984844,male,14188.430725599002,1,False,False
