speed,height,const,theme,rating,resp_id
60,400,Steel,Dragon,8,23
50,200,Wood,Eagle,2,23
40,200,Steel,Dragon,6,23
70,200,Steel,Dragon,10,23
50,300,Wood,Eagle,6,23
60,300,Steel,Dragon,9,23
60,300,Wood,Dragon,10,23
60,200,Wood,Eagle,2,23
40,300,Steel,Eagle,7,23
70,200,Steel,Eagle,8,23
70,200,Steel,Dragon,8,24
40,400,Wood,Dragon,6,24
70,300,Steel,Eagle,9,24
40,400,Wood,Dragon,8,24
50,200,Steel,Eagle,1,24
50,400,Steel,Dragon,6,24
60,400,Steel,Dragon,7,24
50,200,Wood,Eagle,2,24
40,200,Steel,Dragon,2,24
70,200,Steel,Dragon,7,24
50,300,Wood,Eagle,3,24
60,300,Steel,Dragon,10,24
60,300,Wood,Dragon,7,24
60,200,Wood,Eagle,1,24
40,300,Steel,Eagle,4,24
70,200,Steel,Eagle,5,24
70,200,Steel,Dragon,5,25
40,400,Wood,Dragon,1,25
70,300,Steel,Eagle,10,25
40,400,Wood,Dragon,3,25
50,200,Steel,Eagle,5,25
50,400,Steel,Dragon,1,25
60,400,Steel,Dragon,5,25
50,200,Wood,Eagle,3,25
40,200,Steel,Dragon,1,25
70,200,Steel,Dragon,4,25
50,300,Wood,Eagle,5,25
60,300,Steel,Dragon,8,25
60,300,Wood,Dragon,6,25
60,200,Wood,Eagle,6,25
40,300,Steel,Eagle,8,25
70,200,Steel,Eagle,4,25
70,200,Steel,Dragon,10,26
40,400,Wood,Dragon,4,26
70,300,Steel,Eagle,10,26
40,400,Wood,Dragon,5,26
50,200,Steel,Eagle,8,26
50,400,Steel,Dragon,7,26
60,400,Steel,Dragon,9,26
50,200,Wood,Eagle,1,26
40,200,Steel,Dragon,6,26
70,200,Steel,Dragon,7,26
50,300,Wood,Eagle,7,26
60,300,Steel,Dragon,9,26
60,300,Wood,Dragon,9,26
60,200,Wood,Eagle,4,26
40,300,Steel,Eagle,6,26
70,200,Steel,Eagle,9,26
70,200,Steel,Dragon,5,27
40,400,Wood,Dragon,7,27
70,300,Steel,Eagle,10,27
40,400,Wood,Dragon,6,27
50,200,Steel,Eagle,1,27
50,400,Steel,Dragon,7,27
60,400,Steel,Dragon,3,27
50,200,Wood,Eagle,4,27
40,200,Steel,Dragon,3,27
70,200,Steel,Dragon,9,27
50,300,Wood,Eagle,10,27
60,300,Steel,Dragon,7,27
60,300,Wood,Dragon,9,27
60,200,Wood,Eagle,7,27
40,300,Steel,Eagle,4,27
70,200,Steel,Eagle,5,27
70,200,Steel,Dragon,10,28
40,400,Wood,Dragon,1,28
70,300,Steel,Eagle,9,28
40,400,Wood,Dragon,10,28
50,200,Steel,Eagle,2,28
50,400,Steel,Dragon,8,28
60,400,Steel,Dragon,10,28
50,200,Wood,Eagle,1,28
40,200,Steel,Dragon,4,28
70,200,Steel,Dragon,10,28
50,300,Wood,Eagle,5,28
60,300,Steel,Dragon,5,28
60,300,Wood,Dragon,10,28
60,200,Wood,Eagle,3,28
40,300,Steel,Eagle,2,28
70,200,Steel,Eagle,2,28
70,200,Steel,Dragon,8,29
40,400,Wood,Dragon,6,29
70,300,Steel,Eagle,8,29
40,400,Wood,Dragon,7,29
50,200,Steel,Eagle,4,29
50,400,Steel,Dragon,7,29
60,400,Steel,Dragon,10,29
50,200,Wood,Eagle,1,29
40,200,Steel,Dragon,5,29
70,200,Steel,Dragon,7,29
50,300,Wood,Eagle,4,29
60,300,Steel,Dragon,10,29
60,300,Wood,Dragon,9,29
60,200,Wood,Eagle,3,29
40,300,Steel,Eagle,7,29
70,200,Steel,Eagle,6,29
70,200,Steel,Dragon,4,30
40,400,Wood,Dragon,8,30
70,300,Steel,Eagle,9,30
40,400,Wood,Dragon,8,30
50,200,Steel,Eagle,1,30
50,400,Steel,Dragon,6,30
60,400,Steel,Dragon,8,30
50,200,Wood,Eagle,7,30
40,200,Steel,Dragon,1,30
70,200,Steel,Dragon,6,30
50,300,Wood,Eagle,7,30
60,300,Steel,Dragon,9,30
60,300,Wood,Dragon,10,30
60,200,Wood,Eagle,4,30
40,300,Steel,Eagle,3,30
70,200,Steel,Eagle,5,30
70,200,Steel,Dragon,9,31
40,400,Wood,Dragon,1,31
70,300,Steel,Eagle,10,31
40,400,Wood,Dragon,4,31
50,200,Steel,Eagle,4,31
50,400,Steel,Dragon,10,31
60,400,Steel,Dragon,10,31
50,200,Wood,Eagle,1,31
40,200,Steel,Dragon,8,31
70,200,Steel,Dragon,10,31
50,300,Wood,Eagle,7,31
60,300,Steel,Dragon,10,31
60,300,Wood,Dragon,5,31
60,200,Wood,Eagle,1,31
40,300,Steel,Eagle,8,31
70,200,Steel,Eagle,6,31
70,200,Steel,Dragon,8,32
40,400,Wood,Dragon,6,32
70,300,Steel,Eagle,10,32
40,400,Wood,Dragon,5,32
50,200,Steel,Eagle,4,32
50,400,Steel,Dragon,10,32
60,400,Steel,Dragon,7,32
50,200,Wood,Eagle,1,32
40,200,Steel,Dragon,3,32
70,200,Steel,Dragon,8,32
50,300,Wood,Eagle,7,32
60,300,Steel,Dragon,9,32
60,300,Wood,Dragon,7,32
60,200,Wood,Eagle,4,32
40,300,Steel,Eagle,7,32
70,200,Steel,Eagle,5,32
70,200,Steel,Dragon,7,33
40,400,Wood,Dragon,1,33
70,300,Steel,Eagle,10,33
40,400,Wood,Dragon,2,33
50,200,Steel,Eagle,1,33
50,400,Steel,Dragon,4,33
60,400,Steel,Dragon,3,33
50,200,Wood,Eagle,1,33
40,200,Steel,Dragon,2,33
70,200,Steel,Dragon,9,33
50,300,Wood,Eagle,6,33
60,300,Steel,Dragon,5,33
60,300,Wood,Dragon,3,33
60,200,Wood,Eagle,2,33
40,300,Steel,Eagle,2,33
70,200,Steel,Eagle,6,33
70,200,Steel,Dragon,7,34
40,400,Wood,Dragon,9,34
70,300,Steel,Eagle,8,34
40,400,Wood,Dragon,6,34
50,200,Steel,Eagle,5,34
50,400,Steel,Dragon,2,34
60,400,Steel,Dragon,5,34
50,200,Wood,Eagle,4,34
40,200,Steel,Dragon,2,34
70,200,Steel,Dragon,6,34
50,300,Wood,Eagle,10,34
60,300,Steel,Dragon,5,34
60,300,Wood,Dragon,9,34
60,200,Wood,Eagle,7,34
40,300,Steel,Eagle,1,34
70,200,Steel,Eagle,6,34
70,200,Steel,Dragon,6,35
40,400,Wood,Dragon,3,35
70,300,Steel,Eagle,5,35
40,400,Wood,Dragon,6,35
50,200,Steel,Eagle,1,35
50,400,Steel,Dragon,6,35
60,400,Steel,Dragon,8,35
50,200,Wood,Eagle,3,35
40,200,Steel,Dragon,3,35
70,200,Steel,Dragon,10,35
50,300,Wood,Eagle,1,35
60,300,Steel,Dragon,9,35
60,300,Wood,Dragon,4,35
60,200,Wood,Eagle,2,35
40,300,Steel,Eagle,2,35
70,200,Steel,Eagle,8,35
70,200,Steel,Dragon,9,36
40,400,Wood,Dragon,10,36
70,300,Steel,Eagle,7,36
40,400,Wood,Dragon,8,36
50,200,Steel,Eagle,1,36
50,400,Steel,Dragon,7,36
60,400,Steel,Dragon,10,36
50,200,Wood,Eagle,4,36
40,200,Steel,Dragon,2,36
70,200,Steel,Dragon,9,36
50,300,Wood,Eagle,5,36
60,300,Steel,Dragon,9,36
60,300,Wood,Dragon,10,36
60,200,Wood,Eagle,7,36
40,300,Steel,Eagle,9,36
70,200,Steel,Eagle,7,36
70,200,Steel,Dragon,5,37
40,400,Wood,Dragon,7,37
70,300,Steel,Eagle,8,37
40,400,Wood,Dragon,1,37
50,200,Steel,Eagle,1,37
50,400,Steel,Dragon,3,37
60,400,Steel,Dragon,1,37
50,200,Wood,Eagle,1,37
40,200,Steel,Dragon,4,37
70,200,Steel,Dragon,10,37
50,300,Wood,Eagle,2,37
60,300,Steel,Dragon,10,37
60,300,Wood,Dragon,8,37
60,200,Wood,Eagle,6,37
40,300,Steel,Eagle,6,37
70,200,Steel,Eagle,5,37
70,200,Steel,Dragon,9,38
40,400,Wood,Dragon,4,38
70,300,Steel,Eagle,10,38
40,400,Wood,Dragon,4,38
50,200,Steel,Eagle,2,38
50,400,Steel,Dragon,3,38
60,400,Steel,Dragon,6,38
50,200,Wood,Eagle,1,38
40,200,Steel,Dragon,2,38
70,200,Steel,Dragon,10,38
50,300,Wood,Eagle,7,38
60,300,Steel,Dragon,9,38
60,300,Wood,Dragon,8,38
60,200,Wood,Eagle,5,38
40,300,Steel,Eagle,7,38
70,200,Steel,Eagle,6,38
70,200,Steel,Dragon,9,39
40,400,Wood,Dragon,7,39
70,300,Steel,Eagle,9,39
40,400,Wood,Dragon,2,39
50,200,Steel,Eagle,4,39
50,400,Steel,Dragon,4,39
60,400,Steel,Dragon,6,39
50,200,Wood,Eagle,4,39
40,200,Steel,Dragon,1,39
70,200,Steel,Dragon,10,39
50,300,Wood,Eagle,7,39
60,300,Steel,Dragon,6,39
60,300,Wood,Dragon,9,39
60,200,Wood,Eagle,7,39
40,300,Steel,Eagle,6,39
70,200,Steel,Eagle,7,39
70,200,Steel,Dragon,10,40
40,400,Wood,Dragon,3,40
70,300,Steel,Eagle,10,40
40,400,Wood,Dragon,5,40
50,200,Steel,Eagle,1,40
50,400,Steel,Dragon,6,40
60,400,Steel,Dragon,6,40
50,200,Wood,Eagle,1,40
40,200,Steel,Dragon,2,40
70,200,Steel,Dragon,8,40
50,300,Wood,Eagle,5,40
60,300,Steel,Dragon,7,40
60,300,Wood,Dragon,8,40
60,200,Wood,Eagle,3,40
40,300,Steel,Eagle,4,40
70,200,Steel,Eagle,5,40
70,200,Steel,Dragon,5,41
40,400,Wood,Dragon,2,41
70,300,Steel,Eagle,10,41
40,400,Wood,Dragon,1,41
50,200,Steel,Eagle,3,41
50,400,Steel,Dragon,2,41
60,400,Steel,Dragon,5,41
50,200,Wood,Eagle,2,41
40,200,Steel,Dragon,3,41
70,200,Steel,Dragon,5,41
50,300,Wood,Eagle,1,41
60,300,Steel,Dragon,8,41
60,300,Wood,Dragon,6,41
60,200,Wood,Eagle,4,41
40,300,Steel,Eagle,4,41
70,200,Steel,Eagle,8,41
70,200,Steel,Dragon,5,42
40,400,Wood,Dragon,3,42
70,300,Steel,Eagle,10,42
40,400,Wood,Dragon,1,42
50,200,Steel,Eagle,4,42
50,400,Steel,Dragon,4,42
60,400,Steel,Dragon,4,42
50,200,Wood,Eagle,7,42
40,200,Steel,Dragon,1,42
70,200,Steel,Dragon,6,42
50,300,Wood,Eagle,6,42
60,300,Steel,Dragon,7,42
60,300,Wood,Dragon,6,42
60,200,Wood,Eagle,7,42
40,300,Steel,Eagle,6,42
70,200,Steel,Eagle,10,42
70,200,Steel,Dragon,6,43
40,400,Wood,Dragon,1,43
70,300,Steel,Eagle,10,43
40,400,Wood,Dragon,3,43
50,200,Steel,Eagle,4,43
50,400,Steel,Dragon,1,43
60,400,Steel,Dragon,4,43
50,200,Wood,Eagle,1,43
40,200,Steel,Dragon,1,43
70,200,Steel,Dragon,7,43
50,300,Wood,Eagle,5,43
60,300,Steel,Dragon,2,43
60,300,Wood,Dragon,2,43
60,200,Wood,Eagle,1,43
40,300,Steel,Eagle,4,43
70,200,Steel,Eagle,8,43
70,200,Steel,Dragon,6,44
40,400,Wood,Dragon,4,44
70,300,Steel,Eagle,10,44
40,400,Wood,Dragon,3,44
50,200,Steel,Eagle,4,44
50,400,Steel,Dragon,3,44
60,400,Steel,Dragon,4,44
50,200,Wood,Eagle,2,44
40,200,Steel,Dragon,1,44
70,200,Steel,Dragon,6,44
50,300,Wood,Eagle,4,44
60,300,Steel,Dragon,6,44
60,300,Wood,Dragon,6,44
60,200,Wood,Eagle,4,44
40,300,Steel,Eagle,3,44
70,200,Steel,Eagle,4,44
70,200,Steel,Dragon,4,45
40,400,Wood,Dragon,1,45
70,300,Steel,Eagle,10,45
40,400,Wood,Dragon,4,45
50,200,Steel,Eagle,2,45
50,400,Steel,Dragon,2,45
60,400,Steel,Dragon,4,45
50,200,Wood,Eagle,5,45
40,200,Steel,Dragon,1,45
70,200,Steel,Dragon,5,45
50,300,Wood,Eagle,6,45
60,300,Steel,Dragon,6,45
60,300,Wood,Dragon,7,45
60,200,Wood,Eagle,3,45
40,300,Steel,Eagle,4,45
70,200,Steel,Eagle,5,45
70,200,Steel,Dragon,5,46
40,400,Wood,Dragon,4,46
70,300,Steel,Eagle,7,46
40,400,Wood,Dragon,9,46
50,200,Steel,Eagle,4,46
50,400,Steel,Dragon,3,46
60,400,Steel,Dragon,6,46
50,200,Wood,Eagle,7,46
40,200,Steel,Dragon,1,46
70,200,Steel,Dragon,6,46
50,300,Wood,Eagle,4,46
60,300,Steel,Dragon,6,46
60,300,Wood,Dragon,10,46
60,200,Wood,Eagle,9,46
40,300,Steel,Eagle,2,46
70,200,Steel,Eagle,3,46
70,200,Steel,Dragon,6,47
40,400,Wood,Dragon,5,47
70,300,Steel,Eagle,10,47
40,400,Wood,Dragon,7,47
50,200,Steel,Eagle,3,47
50,400,Steel,Dragon,3,47
60,400,Steel,Dragon,6,47
50,200,Wood,Eagle,1,47
40,200,Steel,Dragon,2,47
70,200,Steel,Dragon,8,47
50,300,Wood,Eagle,10,47
60,300,Steel,Dragon,7,47
60,300,Wood,Dragon,10,47
60,200,Wood,Eagle,1,47
40,300,Steel,Eagle,4,47
70,200,Steel,Eagle,7,47
70,200,Steel,Dragon,9,48
40,400,Wood,Dragon,4,48
70,300,Steel,Eagle,10,48
40,400,Wood,Dragon,3,48
50,200,Steel,Eagle,6,48
50,400,Steel,Dragon,7,48
60,400,Steel,Dragon,7,48
50,200,Wood,Eagle,1,48
40,200,Steel,Dragon,3,48
70,200,Steel,Dragon,9,48
50,300,Wood,Eagle,9,48
60,300,Steel,Dragon,10,48
60,300,Wood,Dragon,7,48
60,200,Wood,Eagle,2,48
40,300,Steel,Eagle,8,48
70,200,Steel,Eagle,9,48
70,200,Steel,Dragon,6,49
40,400,Wood,Dragon,3,49
70,300,Steel,Eagle,9,49
40,400,Wood,Dragon,5,49
50,200,Steel,Eagle,1,49
50,400,Steel,Dragon,5,49
60,400,Steel,Dragon,3,49
50,200,Wood,Eagle,3,49
40,200,Steel,Dragon,2,49
70,200,Steel,Dragon,10,49
50,300,Wood,Eagle,6,49
60,300,Steel,Dragon,6,49
60,300,Wood,Dragon,6,49
60,200,Wood,Eagle,5,49
40,300,Steel,Eagle,7,49
70,200,Steel,Eagle,8,49
70,200,Steel,Dragon,5,50
40,400,Wood,Dragon,4,50
70,300,Steel,Eagle,8,50
40,400,Wood,Dragon,6,50
50,200,Steel,Eagle,6,50
50,400,Steel,Dragon,6,50
60,400,Steel,Dragon,7,50
50,200,Wood,Eagle,4,50
40,200,Steel,Dragon,1,50
70,200,Steel,Dragon,7,50
50,300,Wood,Eagle,9,50
60,300,Steel,Dragon,10,50
60,300,Wood,Dragon,10,50
60,200,Wood,Eagle,6,50
40,300,Steel,Eagle,8,50
70,200,Steel,Eagle,7,50
70,200,Steel,Dragon,6,51
40,400,Wood,Dragon,1,51
70,300,Steel,Eagle,10,51
40,400,Wood,Dragon,4,51
50,200,Steel,Eagle,6,51
