cust_id,age,credit_score,email,distance_to_store,online_visits,online_trans,online_spend,store_trans,store_spend,sat_service,sat_selection
36,39.4746679572901,682.305798408026,yes,6.9991203953528895,0,0,0.0,0,0.0,3.0,3.0
37,34.5446905002506,724.397832055988,yes,28.7115550774027,21,8,138.091115763724,0,0.0,3.0,3.0
38,37.2519583577944,833.0226890003371,yes,59.16463310362921,0,0,0.0,0,0.0,3.0,2.0
39,30.3266877440804,741.1459619757719,yes,5.75801680792858,1,1,21.938194734746105,1,64.8381115417211,4.0,4.0
40,40.789786106990796,796.794155848765,yes,5.6457756219616995,0,0,0.0,0,0.0,2.0,1.0
41,35.9156794834207,766.5300703443469,no,15.5157468566566,0,0,0.0,0,0.0,3.0,3.0
42,36.401902066585606,749.3534602193221,yes,22.3918532034807,0,0,0.0,2,44.749958719114,3.0,1.0
43,44.0877539782959,793.549961898802,yes,8.56852456098915,17,6,119.687542932878,1,23.951463188482105,2.0,1.0
44,31.0333929095783,733.5354181975121,yes,5.68471592528288,0,0,0.0,1,48.616633054542504,4.0,3.0
45,38.5728283377784,779.160614975517,yes,10.1936271909439,0,0,0.0,1,26.661379530542003,,
46,31.7092350294871,752.641211717187,yes,11.7356856212322,43,12,227.382029440109,1,50.283620450979,,
47,36.8687372960584,639.792089567732,yes,16.5032664809767,1,1,18.4593630236145,0,0.0,,
48,28.9898849434161,696.800931507669,yes,14.257605078407,111,35,816.2056681285741,0,0.0,4.0,2.0
49,32.8519983596073,677.445747734493,no,5.30075738407428,0,0,0.0,2,89.40804805945999,4.0,3.0
50,35.6412991454656,719.367450456559,yes,6.52756236970201,1,0,0.0,0,0.0,,
51,32.4988249856545,757.437546394317,yes,25.170864233930697,0,0,0.0,0,0.0,4.0,3.0
52,38.4914644093377,698.335114040451,yes,3.0675651533411603,24,6,120.38099380624901,3,115.51389771915301,,
53,37.913633698109706,677.626588811862,yes,4.5732694583038604,33,11,216.81571911260102,2,127.03320075534799,,
54,32.8442448858717,769.584724312038,yes,4.63016306915088,24,12,177.146536577069,3,160.127932087115,2.0,2.0
55,33.133860684194104,667.197898001128,no,29.9772294579525,19,4,98.26825948974701,1,18.4248481724576,3.0,3.0
56,34.022406553278195,673.2305943565129,yes,37.4487491049136,0,0,0.0,1,24.5659472262903,4.0,2.0
57,31.0184659415018,744.3901905027781,yes,4.9427912510364695,85,24,596.1811806846849,2,60.4555710590773,3.0,2.0
58,45.6304409178775,688.8854760644051,no,4.769523781233481,0,0,0.0,5,261.36674697595697,1.0,1.0
59,44.5456911821796,764.1930750946651,yes,12.0693568554496,7,1,20.047330668022,1,59.148919465011396,2.0,1.0
60,33.4374860071354,732.6263376536,yes,12.0981403300336,0,0,0.0,1,60.9679642977589,3.0,1.0
61,33.7952950599658,671.698109598109,yes,15.235923978072698,67,27,634.990085501589,0,0.0,2.0,1.0
62,39.9485319690689,820.7080228709419,no,28.1388289603572,0,0,0.0,1,39.4321892247579,3.0,2.0
63,34.124246648241304,674.858220037343,no,2.01520680329908,0,0,0.0,1,25.9503734706478,3.0,2.0
64,41.1198798886185,763.79392058614,yes,5.84125156286554,1,0,0.0,1,57.207630229581206,1.0,1.0
65,40.8290340978051,732.606873728275,yes,20.0047245697385,34,12,241.486574425743,2,82.9809788254214,2.0,3.0
66,39.42864533430429,772.8111704559241,yes,7.1264788344691805,14,3,67.7189247077943,2,69.0417318405196,4.0,2.0
67,23.8838385264012,754.803483678082,yes,19.2150292894331,21,7,160.721818792276,0,0.0,3.0,1.0
68,40.6124694621407,843.033816881341,yes,1.40269241410119,11,1,18.2060384885128,3,102.77445823975701,,
69,38.10401552869771,669.449280489557,yes,8.65898218292913,0,0,0.0,0,0.0,5.0,4.0
70,36.008690109657394,722.087577482863,yes,1.43151261779118,0,0,0.0,3,249.19320811697497,,
71,40.2840762642096,753.112589882291,yes,27.931107370418403,2,1,22.0002446826357,1,44.005829599278606,,
72,37.7569601007139,700.273853744527,yes,12.9304996371745,4,0,0.0,0,0.0,3.0,2.0
73,35.1931155557409,809.784469559709,no,2.08018236239147,0,0,0.0,3,59.437896359324505,2.0,2.0
74,26.266666438170198,776.968418093441,yes,3.04375191327786,1,0,0.0,1,86.4704347226073,,
75,40.58817091771729,754.119679832117,no,10.282317909328,12,4,84.3787074527053,0,0.0,,
76,35.2161376440502,679.641220107475,no,1.8060267317753798,5,1,19.6051248127562,7,312.850646848682,3.0,2.0
77,34.8951973147109,677.458943283449,yes,55.113753531526896,1,1,20.074980528024,0,0.0,,
78,28.4316285563666,773.2164258578571,yes,0.428935839363776,3,1,20.4652756891968,3,59.217469739702395,,
79,33.0617174926819,707.99524983668,yes,11.7637991851546,0,0,0.0,0,0.0,5.0,3.0
80,26.0119021228826,686.8421802316291,yes,22.2424130690017,2,1,20.912077854209002,3,62.669243539418204,4.0,2.0
81,38.9311073749633,701.102693541241,yes,5.01790438648808,0,0,0.0,2,75.8261226870966,,
82,41.604641850695295,706.7212255839099,yes,5.0701724758008,0,0,0.0,2,61.06583323204929,3.0,2.0
83,37.400006468893,776.49623377868,yes,9.9992875114956,0,0,0.0,0,0.0,,
84,44.421677404153606,829.676445378593,no,6.246902521187559,0,0,0.0,1,22.185466013897,2.0,2.0
85,34.7862712010981,741.104168702534,yes,5.35876326312589,45,8,160.83357569455,4,335.061254538364,,
86,30.7532005214818,741.965456870863,yes,1.8428702062325502,4,0,0.0,1,19.8753611277568,3.0,2.0
87,33.8711597447442,764.421857601494,yes,12.0065963507378,2,1,19.253416379180898,0,0.0,4.0,4.0
88,24.7473283102035,637.530058683995,yes,14.7678446314292,2,0,0.0,0,0.0,3.0,3.0
89,36.0094836608584,774.893669437675,yes,22.003517969262,0,0,0.0,0,0.0,2.0,2.0
90,34.9881960994038,742.542101215681,no,7.603809193887991,40,11,206.527337408128,4,141.984264649132,2.0,1.0
91,34.5581747512054,802.438261213362,no,2.34720844468535,6,0,0.0,0,0.0,2.0,2.0
92,33.2633898584159,741.656778745558,yes,13.2344090629758,0,0,0.0,2,73.6281705455314,3.0,3.0
93,42.2795649357131,640.36693509821,yes,11.7868032527877,7,0,0.0,0,0.0,3.0,2.0
94,39.49132529323771,680.00493998321,no,2.10074411649,12,3,73.2652795408318,3,77.4482528446097,2.0,3.0
95,37.4579413595029,723.800245537019,no,52.824088969878,5,3,67.3371656974252,0,0.0,3.0,2.0
96,38.637516449382204,716.19185077745,yes,12.2748999539139,144,34,707.9314206263381,1,20.7457123743021,4.0,3.0
97,32.4479932981984,672.934541133356,no,218.909897419339,1,0,0.0,0,0.0,3.0,3.0
98,41.3657187443714,711.597120893116,yes,0.6364103637404039,143,48,875.650011615549,4,221.042448109677,,
99,33.2100359092215,741.6725147332801,yes,105.79208404171999,5,1,18.9798103073402,1,31.480719741194402,4.0,3.0
100,36.289654481178296,759.0256540786011,yes,3.0236950153724402,186,45,1013.60433592744,0,0.0,,
101,38.377871306309096,709.4658706575591,no,9.278993855926869,52,13,273.533872315731,0,0.0,2.0,2.0
102,30.6327592325637,718.59179045282,yes,53.186879455700996,2,0,0.0,0,0.0,,
103,37.69562394941261,721.720142436131,yes,10.356763957711001,0,0,0.0,1,41.6273896922237,3.0,4.0
104,46.6678312706834,818.156609864884,yes,216.617515436586,30,5,113.298875626994,0,0.0,4.0,3.0
105,33.1916097352742,729.498734368856,yes,11.5861054247166,4,1,17.806414224973,1,31.970752756884302,3.0,2.0
106,38.658773729337604,814.712512988184,yes,1.13111337475848,112,37,906.1944782358211,1,44.577034369868606,3.0,1.0
107,35.5865904295407,750.002978767645,yes,9.89909792819485,1,0,0.0,1,39.727470525361,5.0,4.0
108,27.930585608134,732.0082642694591,yes,16.1867965081734,0,0,0.0,1,42.804849539817,4.0,2.0
109,25.1427592676407,626.834225697191,yes,5.3241129538768,5,2,47.4373213994687,2,50.1819393564888,4.0,2.0
110,45.8284465377814,732.150887048069,yes,7.21493750745098,42,12,278.507738150829,0,0.0,3.0,2.0
111,36.37094244411829,680.049188587713,yes,117.947279733005,18,6,112.456549305154,0,0.0,,
112,34.8444416553472,763.3844103383619,yes,10.351546300276699,0,0,0.0,0,0.0,5.0,5.0
113,31.794238853783003,758.587855086686,no,5.371575144750309,1,0,0.0,2,50.84723484765679,4.0,2.0
114,34.6943587292895,770.1726877388151,yes,52.76808900317471,323,88,1764.2640969085999,0,0.0,,
115,29.1756467844041,708.099601492005,yes,14.5445225916976,30,8,170.882471006952,1,26.8395400528033,3.0,3.0
116,36.530116633447896,697.8143545512011,no,37.9036399555101,3,0,0.0,0,0.0,,
117,36.8949728746748,727.9685716068,yes,28.367216799358,0,0,0.0,0,0.0,2.0,1.0
118,31.7183457144638,685.315669607228,yes,26.3200237994342,7,2,42.5011450010794,0,0.0,3.0,2.0
119,27.392093962669396,610.8882159535469,yes,16.4875383426833,0,0,0.0,2,138.161775255608,2.0,2.0
120,30.474541811027002,682.268627775721,yes,3.14523666764502,34,10,200.200971399523,1,23.337547010762602,,
121,39.221319941711705,702.264697346443,yes,128.988192335841,0,0,0.0,0,0.0,4.0,3.0
122,35.1417689150127,611.0710351312861,yes,3.9070092680326303,15,5,97.75708908287208,5,256.009375433623,,
123,29.811793400857702,740.929567977314,yes,3.1261274488886,64,22,425.312953431144,0,0.0,3.0,2.0
124,26.8390240743335,654.819997432739,yes,2.37695548387145,46,10,185.499834515985,1,26.6084866135617,3.0,3.0
125,39.593566426779795,745.0456850823599,yes,4.15720078043525,2,0,0.0,3,113.614780517927,,
126,41.157133955988996,713.271143966781,yes,3.27952615974736,19,5,109.626962185651,2,80.9185180752488,3.0,2.0
127,43.811718980011996,705.299943637377,yes,4.18582962886524,71,22,410.31251105410104,2,74.79195947316659,,
128,29.3124544083546,725.7897479888941,yes,1.4924001990420601,10,1,21.6546580507014,0,0.0,4.0,4.0
129,28.976895349493898,657.472222399649,no,31.156568968709603,4,0,0.0,1,45.1873944115872,,
130,37.383356007298104,702.5605894541051,yes,1.04902306207396,77,21,486.19458499654996,9,472.197106637694,4.0,4.0
131,37.4121600993806,692.38684814395,yes,3.94433125037317,106,26,473.920652966323,1,43.904722581931104,3.0,3.0
132,30.742417118473895,805.491207908958,yes,8.69694674651261,79,31,522.021362961706,0,0.0,3.0,3.0
133,28.3679490702956,721.7437515522971,yes,29.549079107717,2,1,18.748363198173198,1,37.892507815591294,,
134,32.9555130456818,770.575540770475,yes,13.1098737830286,218,63,1308.6364922476598,1,27.4009089425637,4.0,2.0
135,37.7333460951006,704.971892629093,yes,12.201834501549802,5,2,37.4372890147541,1,17.5548398307281,2.0,2.0
136,32.5623456552113,717.3641604491479,yes,0.834154301635933,0,0,0.0,2,75.4775287487163,3.0,2.0
137,31.3266889825059,718.704308952827,yes,2.61967165443725,19,6,132.969733683894,0,0.0,3.0,3.0
138,33.6923887581457,624.8409464408351,yes,22.7534066086146,3,0,0.0,1,32.9856458739874,2.0,1.0
139,36.9950662967834,712.3827841031441,no,6.4817468206846796,36,8,174.402422402356,2,61.0687093142047,,
140,32.482836593936895,757.005980252594,yes,15.5260641165654,0,0,0.0,0,0.0,3.0,2.0
141,35.6747848170582,718.9565264433211,yes,5.432446645287549,99,31,694.831329806966,1,18.988330524089104,3.0,1.0
142,27.1799874161285,722.4129855820779,yes,11.485255311056399,6,4,77.2436779341927,0,0.0,3.0,3.0
143,41.285305593013796,747.542436112276,no,3.40331279837825,0,0,0.0,3,87.40176227357028,4.0,3.0
144,34.7966439817386,728.8791296864799,no,5.46149673542477,0,0,0.0,0,0.0,,
145,27.8891353235616,689.7723266223641,yes,2.8458373674298296,0,0,0.0,3,100.36763490012301,3.0,3.0
146,34.4044517111952,640.710556737925,yes,4.91311852224787,22,3,70.40643645788079,1,25.4515740994513,4.0,3.0
147,31.945834172259303,735.383084600055,yes,5.32340119393957,0,0,0.0,1,29.8235390950811,,
148,40.999855501415404,740.4689765038071,yes,12.4687336430758,0,0,0.0,2,52.7169971262817,,
149,19.8346642090963,653.852683826938,yes,1.65370826128659,0,0,0.0,0,0.0,2.0,2.0
150,34.04854275999389,785.909823532666,yes,3.1473264542915897,26,13,286.723150909599,2,43.9697336712778,2.0,1.0
151,36.443396074145106,672.924536114952,yes,1.9675165944698403,12,3,56.40850708709001,1,40.7302035943558,,
152,27.341173021479,740.2850646168359,no,43.6260780608411,0,0,0.0,0,0.0,,
153,48.2601107923334,804.106624111188,yes,5.14652232839864,118,40,898.4234395274859,3,86.2852473019322,,
154,32.7098751560662,699.55387433647,yes,3.6183090500644703,5,3,57.0585709238433,3,77.9654083527691,4.0,4.0
155,27.9762973061278,676.001780900459,yes,4.68859578819047,0,0,0.0,0,0.0,,
156,39.0392509744801,720.848196110375,yes,3.6854215864783995,0,0,0.0,2,72.3069868426882,2.0,1.0
157,29.480040717870498,675.257550739221,yes,32.982486905847004,0,0,0.0,0,0.0,3.0,3.0
158,35.246404853798396,706.197094658613,yes,3.9290084224093103,0,0,0.0,0,0.0,3.0,2.0
159,30.057191452802897,718.3422193973039,yes,49.4037493802498,102,28,450.178909717947,1,30.9671711894211,2.0,3.0
160,32.562549300079006,724.9074478208971,no,2.08017985167423,20,4,90.9307088874636,0,0.0,,
161,33.215979263182895,756.2814407341541,yes,1.17330217774695,6,1,18.676618175633898,0,0.0,,
162,38.5986411941116,792.3844853480521,yes,5.23389988842307,9,6,112.981427863027,1,24.6748446793635,2.0,2.0
163,21.1983970854752,749.6918308386121,yes,16.5446382387694,0,0,0.0,3,123.46987206708201,,
164,42.6436069852709,790.7545072659469,no,3.45455114952358,5,1,21.288887532754103,3,66.5810428700998,2.0,1.0
165,33.1831663293801,663.05661474318,yes,4.291078988942711,0,0,0.0,1,27.2170045273803,2.0,2.0
166,42.9555843414847,770.273582127197,yes,2.81326443046203,13,5,106.847196441588,3,113.641982571241,3.0,2.0
167,38.502498193491896,813.8214440242309,no,10.7546321870578,18,5,85.54848230763359,1,30.2850223744484,4.0,3.0
168,32.023354917359995,801.387582072309,yes,4.80372531805834,0,0,0.0,3,111.846592999702,3.0,2.0
169,36.1935339400701,698.441875547149,no,0.4996041954043,0,0,0.0,5,143.524515128896,3.0,4.0
170,36.980180642285205,697.390656716344,yes,14.0639762809886,0,0,0.0,0,0.0,1.0,2.0
171,29.942757947488698,614.367190522996,no,6.506684221573121,0,0,0.0,1,44.917119957701395,4.0,3.0
172,37.825964647680294,725.0682851170509,yes,27.9837939704141,26,9,180.594164089464,4,111.240210526567,3.0,3.0
173,26.3006169624564,730.724034314512,no,4.67088765899775,6,1,20.421523386610698,1,32.2863920958877,,
174,33.7867225373395,733.454030240269,yes,25.7769936385105,236,89,1953.15606633591,1,24.078761888719395,2.0,2.0
175,32.3753009919383,736.614304072612,yes,2.46824808501195,0,0,0.0,2,30.653369430717603,,
176,28.608444889043497,731.7576690001939,yes,1.12207485898596,9,3,64.3213321853636,1,38.0631064738712,3.0,3.0
177,27.0328162745647,643.860133622146,yes,24.877673730697303,1,1,20.342441480293104,1,30.728362812792803,3.0,3.0
178,38.1203624327766,767.2950416061631,yes,42.871965620919795,0,0,0.0,0,0.0,5.0,4.0
179,36.2974541708582,742.3065847189031,no,4.03770243600886,59,22,390.37117833905404,1,25.778848154657997,,
180,25.4282145057341,664.402982295852,yes,12.6164723468208,89,24,454.183132250991,0,0.0,2.0,1.0
181,34.2041989924183,735.589003637685,yes,11.687437471533501,17,3,58.4575000971735,1,20.729043885724,,
182,37.1266021045169,755.029642827561,yes,12.322593887990001,28,5,119.10924393485,1,42.374834095840704,,
183,26.1057019818719,778.319553038203,no,1.38307642443409,88,25,501.65103031372803,3,43.8650799485823,4.0,3.0
184,34.8125718383982,665.2927093349031,no,28.599894286488105,0,0,0.0,0,0.0,2.0,1.0
185,34.3629709503901,763.3408657813859,yes,6.75741568786613,5,2,39.9284734981371,0,0.0,3.0,4.0
186,31.2296322855385,776.291586066337,no,7.73252344461677,13,3,54.6478313312138,1,34.765485526557605,,
187,36.10040123287921,722.708381638784,yes,8.48912345687903,62,14,244.11534912564,1,22.4587923722442,5.0,3.0
188,30.9388053325737,696.6935025191141,no,32.5447919082482,13,3,64.2953780379304,3,92.7756104937565,4.0,3.0
189,37.663669610324895,710.444679251454,no,30.5914577278059,21,5,110.57819641651399,2,89.6733022119348,,
190,37.294810811123796,662.811430553507,yes,7.944954893876011,5,4,75.4925612966135,1,21.845426655992604,3.0,2.0
191,38.3558408902495,755.4307052016991,yes,5.08333987052513,134,33,682.622119751618,2,80.3229549353092,,
192,35.6061254903453,681.975231849724,yes,4.44826016961392,10,2,42.4902335158145,1,20.5817107871752,3.0,4.0
193,28.2998342638346,706.8505603608501,yes,1.1048043053568002,0,0,0.0,2,97.71435419251641,4.0,4.0
194,34.5234730422982,693.3531637901019,yes,86.9868025453566,12,1,19.846352934806198,0,0.0,2.0,2.0
195,31.2634417642658,726.88189807886,no,1.72470095129263,1,0,0.0,2,39.6728658638925,,
196,37.7919919496984,731.944890634023,no,2.2181523052811296,5,1,20.0686249454371,4,157.28213848091698,2.0,2.0
197,38.8044705387381,735.7752464283501,no,101.492998184307,27,11,221.728908615996,1,38.1827035812707,,
198,37.3964665832094,742.551050368869,yes,52.5680107798138,32,7,171.532830254455,1,33.0147451958071,3.0,4.0
199,29.306632140415697,676.061056043716,yes,4.76223763060871,0,0,0.0,3,77.9997947739728,4.0,3.0
200,33.5808329385392,738.460036256922,yes,1.8925589971791599,122,39,772.520248027301,1,33.8402960644493,3.0,3.0
201,40.6874288323296,730.5315924193781,yes,4.3514088059378,0,0,0.0,0,0.0,,
202,35.6421138324382,720.328597276302,yes,10.431904068477499,1,1,20.074238860414397,1,38.456478181402204,3.0,3.0
203,28.2753422963901,724.272461165159,yes,2.93270627185225,0,0,0.0,3,63.3242273430614,,
204,37.4759016217713,740.983469174867,yes,15.6300092935775,73,24,479.932309830161,0,0.0,3.0,3.0
205,29.183183416509298,787.3328678525451,yes,38.7620858340149,3,1,18.8505460628337,3,227.923801574799,3.0,2.0
206,41.192714069848,694.375174851785,yes,33.334477706600104,11,2,36.991652013549206,0,0.0,3.0,2.0
207,31.811363777512398,736.654383923759,yes,1.8851215499365401,0,0,0.0,2,158.485684949097,3.0,2.0
208,39.3240840968028,798.1273246242281,yes,4.2797664151698305,16,4,65.6046949317323,2,36.579664468589705,2.0,1.0
209,31.7931516082166,699.005035250265,yes,5.5571614394783495,50,14,265.465342862258,0,0.0,,
210,26.864029700992,737.4892685047971,yes,31.0925109082333,3,2,43.0178052270788,2,45.4134241314179,,
211,25.621539471529196,656.256165643788,yes,2.39962158196947,0,0,0.0,1,56.495713902465496,,
212,35.338507988955996,718.870097119281,no,6.099120969545621,10,3,53.6149230220994,0,0.0,,
213,32.9069400107219,645.049085731496,yes,3.51167481545637,1,0,0.0,1,71.20257493778391,3.0,3.0
214,35.0747741094371,647.256257707602,yes,2.93324677049435,28,8,153.265558698446,0,0.0,,
215,41.71160287083529,693.1016131768461,yes,9.50650129797521,17,5,101.322469364583,2,88.2312081421602,3.0,1.0
216,37.213981477393496,783.041209898862,yes,15.2697675429235,0,0,0.0,0,0.0,3.0,2.0
217,36.077561898382605,733.2848264992821,yes,5.90987109193232,5,1,18.5101284947618,1,15.0068118629754,3.0,2.0
218,32.3255808357118,682.960759982567,yes,9.88793213033966,25,7,153.567164315331,1,15.460537891473301,,
219,36.1585697537377,831.619059114827,yes,9.13072442843082,55,19,371.93485475421403,0,0.0,3.0,3.0
220,42.72995733381371,682.358016151979,yes,55.857118613434494,0,0,0.0,0,0.0,2.0,3.0
221,36.8624582412731,729.10109461116,no,4.10627099930609,20,5,90.5440965330917,1,44.9326061847566,,
222,34.2507797249436,752.384099012937,yes,24.0102451099395,11,3,60.279334463533104,2,47.1046008933354,3.0,2.0
223,32.3102815653445,704.994448100124,yes,16.385388783071598,0,0,0.0,0,0.0,5.0,3.0
224,31.403817949663896,638.223089451732,yes,10.434813097189599,18,5,86.0182376725003,1,46.2921042067259,3.0,2.0
225,40.1425083988674,754.099768890881,yes,2.06896048242443,156,49,790.502918868275,5,134.460031761801,,
226,34.3762473534935,759.1038249595689,no,8.86769394552209,2,0,0.0,0,0.0,3.0,3.0
227,38.216594719252896,571.572849212875,yes,3.30023136149968,0,0,0.0,4,141.425034123839,4.0,4.0
228,35.8658229364995,742.023495982149,no,9.10085152822981,32,9,188.833766642335,0,0.0,3.0,2.0
229,37.0624707798374,716.9703052872251,yes,0.393031753106842,0,0,0.0,5,159.09842562107,,
230,36.6995549446688,794.524583535195,yes,1.22808152729027,5,2,38.5792463504133,3,49.0927212869495,3.0,1.0
231,31.465361391226303,699.051124761911,no,45.429839662528,36,12,229.457005558223,0,0.0,,
232,38.157745266171105,707.54831194332,yes,12.6030844598165,18,1,20.545554523602,0,0.0,,
233,36.2510677825946,713.225072439606,yes,32.828518888428896,0,0,0.0,1,11.215271986071,5.0,4.0
234,33.5198186704728,746.3724554651351,no,1.72290988546052,53,12,244.78422277696498,7,166.8974318291,3.0,2.0
235,26.083091312512398,731.038321111909,yes,54.451355528109,19,4,95.1752499094698,0,0.0,,
236,39.9824687856813,758.261085897649,yes,0.783278880998554,3,1,18.7042439652287,1,21.245673518094,,
237,32.6504966500749,661.664631126593,yes,35.7136475693246,2,1,18.9744606252948,0,0.0,,
238,31.641691394917398,816.9428169813381,yes,7.86423935613725,2,1,21.8084304206293,0,0.0,1.0,1.0
239,37.752639059953296,869.052782408662,yes,17.5436431624175,81,28,554.939300789925,0,0.0,4.0,4.0
240,36.4616478188943,690.327538856019,no,53.348275667939795,22,6,128.11800854681002,1,35.9193322261213,2.0,2.0
241,38.034323545473,688.9360207331911,yes,10.461720567712801,1,1,24.5733381332886,0,0.0,3.0,3.0
242,35.068678003302395,761.078196995087,no,18.620660698170003,9,3,57.96461152706161,1,56.3991792397017,3.0,1.0
243,37.365748119330604,715.091919230483,no,17.4875060374628,3,0,0.0,0,0.0,3.0,2.0
244,38.0065832440218,748.09111941723,yes,5.668998542908679,1,1,19.929162606922603,0,0.0,,
245,32.4505809851812,652.453104770299,yes,16.0989621978796,31,11,276.201583801032,2,60.6112737898528,3.0,3.0
246,34.1394624923517,742.667983484474,yes,8.37907770147912,6,2,40.3578333039667,2,102.112315466805,4.0,3.0
247,40.2725729622291,745.343608610997,no,5.03141505455436,0,0,0.0,0,0.0,,
248,37.8613127293231,746.9947339947299,no,0.46189757418926597,0,0,0.0,2,73.2831360291219,3.0,2.0
249,36.1081016847167,736.454346013747,yes,8.89111001718456,2,1,23.7760748538333,0,0.0,3.0,2.0
250,36.816114413810794,706.335663893352,yes,76.6264213111961,2,2,36.434131577702104,1,26.1377309536003,,
251,39.283999439792,789.588783590381,yes,4.8841551739577405,2,0,0.0,1,21.9123296100147,3.0,2.0
252,42.5577686991472,762.812382163686,yes,1.87978956414373,27,9,185.905438891367,5,155.264850342617,4.0,2.0
253,33.1825747264968,721.136457559315,no,6.572808616149441,6,2,36.7816911692255,2,41.565070235490204,4.0,3.0
254,41.5350347765441,774.227452853723,yes,4.46608274259927,0,0,0.0,0,0.0,3.0,3.0
255,29.7692542355838,757.198663598962,yes,1.3492357687329701,4,0,0.0,5,201.511969248406,3.0,3.0
256,33.430030545897104,680.073745264321,yes,12.9294003647408,2,1,22.0996770788302,0,0.0,4.0,3.0
257,31.3524216257305,713.7425291002941,no,24.9804576976858,10,5,96.86091373577169,1,71.876576527795,2.0,3.0
258,33.2430888428168,694.572147512366,yes,4.90800093585752,167,44,748.4100622681129,3,135.70986570397199,4.0,3.0
259,33.245610224559805,777.396315929144,no,4.12670394704579,15,3,63.0946451949961,4,125.871456996424,1.0,1.0
260,35.4759494302606,708.555990560727,yes,6.89584054931071,9,5,103.156184212968,0,0.0,,
261,29.7005456011874,790.0070626415179,yes,15.078099671096599,43,16,301.445431913373,1,37.7985494640554,2.0,2.0
262,35.875897736811204,812.567327707409,no,6.85928949740448,0,0,0.0,0,0.0,,
263,28.739299159985197,698.614385365089,yes,4.2296926882253,62,18,347.917595306663,3,93.11493235925819,3.0,2.0
